Id,Label,timeset,nodecolor-multimode,modularity_class,Degree,Year
Attorney-General Of The State,Attorney-General Of The State,"<[1830.0, 1895.0]>",blue,20,1,
T. S. Carter,T. S. Carter,"<[1830.0, 1895.0]>",blue,20,1,
Merrill,Merrill,"<[1830.0, 1895.0]>",blue,20,1,
1868.MD-08.05.BALT.txt,1868.MD-08.05.BALT.txt,"<[1868.0, 1868.0]>",red,21,4,1868
Hatcher,Hatcher,"<[1830.0, 1895.0]>",blue,21,1,
H. J. Brown,H. J. Brown,"<[1830.0, 1895.0]>",blue,21,1,
1868.PA-08.11.WILL.txt,1868.PA-08.11.WILL.txt,"<[1868.0, 1868.0]>",red,22,11,1868
Wm. Nesbit,Wm. Nesbit,"<[1830.0, 1895.0]>",blue,22,1,
Wm. D. Forten,Wm. D. Forten,"<[1830.0, 1895.0]>",blue,22,1,
Jos. C. Bustill,Jos. C. Bustill,"<[1830.0, 1895.0]>",blue,22,1,
B. White,B. White,"<[1830.0, 1895.0]>",blue,22,1,
Lorenzo D. Blackson,Lorenzo D. Blackson,"<[1830.0, 1895.0]>",blue,22,1,
1869.GA-11.01.MACO.txt,1869.GA-11.01.MACO.txt,"<[1869.0, 1869.0]>",red,10,2,1869
H. M. Turner,H. M. Turner,"<[1830.0, 1895.0]>",blue,10,1,
1869.MD-01.01.BALT.txt,1869.MD-01.01.BALT.txt,"<[1869.0, 1869.0]>",red,25,1,1869
1870.NY-10.01.SYRA.txt,1870.NY-10.01.SYRA.txt,"<[1870.0, 1870.0]>",red,23,8,1870
H.H. Molson,H.H. Molson,"<[1830.0, 1895.0]>",blue,23,1,
James H. Derrick,James H. Derrick,"<[1830.0, 1895.0]>",blue,23,1,
Stewart L. Woodford,Stewart L. Woodford,"<[1830.0, 1895.0]>",blue,23,1,
William F. Butler,William F. Butler,"<[1830.0, 1895.0]>",blue,23,1,
1871.KY-01.01.FRAN.txt,1871.KY-01.01.FRAN.txt,"<[1871.0, 1871.0]>",red,24,109,1871
Mis Doc,Mis Doc,"<[1830.0, 1895.0]>",blue,24,1,
Stevenson,Stevenson,"<[1830.0, 1895.0]>",blue,24,2,
Henry Marrs,Henry Marrs,"<[1830.0, 1895.0]>",blue,24,1,
Henry Lynn,Henry Lynn,"<[1830.0, 1895.0]>",blue,24,1,
H.H. Trumbo,H.H. Trumbo,"<[1830.0, 1895.0]>",blue,24,1,
Grocer,Grocer,"<[1830.0, 1895.0]>",blue,24,1,
Samuel Demsey,Samuel Demsey,"<[1830.0, 1895.0]>",blue,24,1,
B. J. Crampton,B. J. Crampton,"<[1830.0, 1895.0]>",blue,24,1,
Barber,Barber,"<[1830.0, 1895.0]>",blue,24,1,
Tim Machlin,Tim Machlin,"<[1830.0, 1895.0]>",blue,24,1,
Sam Davis,Sam Davis,"<[1830.0, 1895.0]>",blue,24,1,
William Pierce,William Pierce,"<[1830.0, 1895.0]>",blue,24,1,
George Rogers,George Rogers,"<[1830.0, 1895.0]>",blue,24,1,
Silas Woodford,Silas Woodford,"<[1830.0, 1895.0]>",blue,24,1,
Mary Smith Curtis,Mary Smith Curtis,"<[1830.0, 1895.0]>",blue,24,1,
Margaret Mosby,Margaret Mosby,"<[1830.0, 1895.0]>",blue,24,1,
James Gaines,James Gaines,"<[1830.0, 1895.0]>",blue,24,1,
Ku-Klux,Ku-Klux,"<[1830.0, 1895.0]>",blue,24,1,
James Parker,James Parker,"<[1830.0, 1895.0]>",blue,24,1,
Noah Blankenship,Noah Blankenship,"<[1830.0, 1895.0]>",blue,24,1,
William Gibson,William Gibson,"<[1830.0, 1895.0]>",blue,24,1,
John Gibson,John Gibson,"<[1830.0, 1895.0]>",blue,24,1,
J. A. Montford,J. A. Montford,"<[1830.0, 1895.0]>",blue,24,1,
William Glasgow,William Glasgow,"<[1830.0, 1895.0]>",blue,24,1,
Oliver Stone,Oliver Stone,"<[1830.0, 1895.0]>",blue,24,1,
Cumins,Cumins,"<[1830.0, 1895.0]>",blue,24,1,
Meriwether,Meriwether,"<[1830.0, 1895.0]>",blue,24,1,
Crasbaw,Crasbaw,"<[1830.0, 1895.0]>",blue,24,1,
John Masteran,John Masteran,"<[1830.0, 1895.0]>",blue,24,1,
Coffey,Coffey,"<[1830.0, 1895.0]>",blue,24,1,
Jerry Laws,Jerry Laws,"<[1830.0, 1895.0]>",blue,24,1,
James Ryan,James Ryan,"<[1830.0, 1895.0]>",blue,24,1,
Edmund Burns,Edmund Burns,"<[1830.0, 1895.0]>",blue,24,1,
Jess Davis,Jess Davis,"<[1830.0, 1895.0]>",blue,24,1,
Spears,Spears,"<[1830.0, 1895.0]>",blue,24,1,
Albert Bradford,Albert Bradford,"<[1830.0, 1895.0]>",blue,24,1,
Bayatt,Bayatt,"<[1830.0, 1895.0]>",blue,24,1,
Frank Boumes,Frank Boumes,"<[1830.0, 1895.0]>",blue,24,1,
George Bratcher,George Bratcher,"<[1830.0, 1895.0]>",blue,24,1,
John Penny,John Penny,"<[1830.0, 1895.0]>",blue,24,1,
Lucien Green,Lucien Green,"<[1830.0, 1895.0]>",blue,24,1,
Charles Handerson,Charles Handerson,"<[1830.0, 1895.0]>",blue,24,1,
George Bolling,George Bolling,"<[1830.0, 1895.0]>",blue,24,1,
T. J. Vanarsdall,T. J. Vanarsdall,"<[1830.0, 1895.0]>",blue,24,1,
Rousey,Rousey,"<[1830.0, 1895.0]>",blue,24,1,
James Crowders,James Crowders,"<[1830.0, 1895.0]>",blue,24,1,
John Carnmon,John Carnmon,"<[1830.0, 1895.0]>",blue,24,1,
Wiley Gevens,Wiley Gevens,"<[1830.0, 1895.0]>",blue,24,1,
Dixon,Dixon,"<[1830.0, 1895.0]>",blue,0,3,
George Rose,George Rose,"<[1830.0, 1895.0]>",blue,24,1,
Wallace Sinthorn,Wallace Sinthorn,"<[1830.0, 1895.0]>",blue,24,1,
Shepherd,Shepherd,"<[1830.0, 1895.0]>",blue,24,1,
George Tankesley,George Tankesley,"<[1830.0, 1895.0]>",blue,24,1,
Frank Searey,Frank Searey,"<[1830.0, 1895.0]>",blue,24,1,
Searey,Searey,"<[1830.0, 1895.0]>",blue,24,1,
Robert Mershon,Robert Mershon,"<[1830.0, 1895.0]>",blue,24,1,
Pope,Pope,"<[1830.0, 1895.0]>",blue,24,1,
Willet,Willet,"<[1830.0, 1895.0]>",blue,24,1,
Allen Cooper,Allen Cooper,"<[1830.0, 1895.0]>",blue,24,1,
Charles Fields,Charles Fields,"<[1830.0, 1895.0]>",blue,24,1,
Douglass Rodes,Douglass Rodes,"<[1830.0, 1895.0]>",blue,24,1,
Fielding Waller,Fielding Waller,"<[1830.0, 1895.0]>",blue,24,1,
R. L. Byrom,R. L. Byrom,"<[1830.0, 1895.0]>",blue,24,1,
A. Owen,A. Owen,"<[1830.0, 1895.0]>",blue,24,1,
Saunders,Saunders,"<[1830.0, 1895.0]>",blue,24,1,
Sam Lambert,Sam Lambert,"<[1830.0, 1895.0]>",blue,24,1,
William Palmer,William Palmer,"<[1830.0, 1895.0]>",blue,24,1,
William Hart,William Hart,"<[1830.0, 1895.0]>",blue,24,1,
John Redman,John Redman,"<[1830.0, 1895.0]>",blue,24,1,
William Sheldon,William Sheldon,"<[1830.0, 1895.0]>",blue,24,1,
Pleasonton Parker,Pleasonton Parker,"<[1830.0, 1895.0]>",blue,24,1,
Daniel Parker,Daniel Parker,"<[1830.0, 1895.0]>",blue,24,1,
Willis Parker,Willis Parker,"<[1830.0, 1895.0]>",blue,24,1,
Richard Brown,Richard Brown,"<[1830.0, 1895.0]>",blue,24,1,
Simpson Grubbs,Simpson Grubbs,"<[1830.0, 1895.0]>",blue,24,1,
Jacob See,Jacob See,"<[1830.0, 1895.0]>",blue,24,1,
Frank Timberlake,Frank Timberlake,"<[1830.0, 1895.0]>",blue,24,1,
John Simes,John Simes,"<[1830.0, 1895.0]>",blue,24,1,
Oliver Williams,Oliver Williams,"<[1830.0, 1895.0]>",blue,24,1,
Harvey Mill,Harvey Mill,"<[1830.0, 1895.0]>",blue,24,1,
Howard Gilbert,Howard Gilbert,"<[1830.0, 1895.0]>",blue,24,1,
Harrison Blanton,Harrison Blanton,"<[1830.0, 1895.0]>",blue,24,1,
Howard Million,Howard Million,"<[1830.0, 1895.0]>",blue,24,1,
John Dickerson,John Dickerson,"<[1830.0, 1895.0]>",blue,24,1,
Demar,Demar,"<[1830.0, 1895.0]>",blue,24,1,
Joseph Allen,Joseph Allen,"<[1830.0, 1895.0]>",blue,24,1,
North Benson,North Benson,"<[1830.0, 1895.0]>",blue,24,1,
Winstone Hawkins,Winstone Hawkins,"<[1830.0, 1895.0]>",blue,24,1,
Scroggins,Scroggins,"<[1830.0, 1895.0]>",blue,24,1,
Strader Trumbo,Strader Trumbo,"<[1830.0, 1895.0]>",blue,24,1,
1871.TN-02.22.NASH.txt,1871.TN-02.22.NASH.txt,"<[1871.0, 1871.0]>",red,18,167,1871
J. M. Shelton,J. M. Shelton,"<[1830.0, 1895.0]>",blue,18,1,
E. D. Shaw,E. D. Shaw,"<[1830.0, 1895.0]>",blue,18,1,
William Butler,William Butler,"<[1830.0, 1895.0]>",blue,18,1,
W. F. Anderson,W. F. Anderson,"<[1830.0, 1895.0]>",blue,18,2,
R. M. Hanmer,R. M. Hanmer,"<[1830.0, 1895.0]>",blue,18,1,
C. M. Johnson,C. M. Johnson,"<[1830.0, 1895.0]>",blue,18,1,
D. Anderson,D. Anderson,"<[1830.0, 1895.0]>",blue,18,1,
Samuel Lowery,Samuel Lowery,"<[1830.0, 1895.0]>",blue,18,2,
John Cockrill,John Cockrill,"<[1830.0, 1895.0]>",blue,18,1,
H. Stevenson,H. Stevenson,"<[1830.0, 1895.0]>",blue,18,1,
Wesley Terry,Wesley Terry,"<[1830.0, 1895.0]>",blue,18,1,
Wesley Cloyd,Wesley Cloyd,"<[1830.0, 1895.0]>",blue,18,1,
Johnsen,Johnsen,"<[1830.0, 1895.0]>",blue,18,1,
Alf,Alf,"<[1830.0, 1895.0]>",blue,18,1,
James Allison,James Allison,"<[1830.0, 1895.0]>",blue,18,1,
Ralph Puiet,Ralph Puiet,"<[1830.0, 1895.0]>",blue,18,1,
Henry Petty,Henry Petty,"<[1830.0, 1895.0]>",blue,18,1,
Abraham Price,Abraham Price,"<[1830.0, 1895.0]>",blue,18,1,
George Price,George Price,"<[1830.0, 1895.0]>",blue,18,1,
Green Hubart,Green Hubart,"<[1830.0, 1895.0]>",blue,18,1,
Aaron Jennings,Aaron Jennings,"<[1830.0, 1895.0]>",blue,18,1,
M. R. Johnson,M. R. Johnson,"<[1830.0, 1895.0]>",blue,18,1,
Cyrus Cook,Cyrus Cook,"<[1830.0, 1895.0]>",blue,18,1,
Byzer,Byzer,"<[1830.0, 1895.0]>",blue,18,1,
Sam Lowery,Sam Lowery,"<[1830.0, 1895.0]>",blue,18,1,
D. L. Lapsley,D. L. Lapsley,"<[1830.0, 1895.0]>",blue,18,1,
Armstead Shelby,Armstead Shelby,"<[1830.0, 1895.0]>",blue,18,1,
R. D. Campbell,R. D. Campbell,"<[1830.0, 1895.0]>",blue,18,1,
J. Biglow,J. Biglow,"<[1830.0, 1895.0]>",blue,18,1,
Shaw George Haden,Shaw George Haden,"<[1830.0, 1895.0]>",blue,18,1,
Joseph Lusher,Joseph Lusher,"<[1830.0, 1895.0]>",blue,18,1,
A. E. Anderson,A. E. Anderson,"<[1830.0, 1895.0]>",blue,18,1,
J. H. Salor,J. H. Salor,"<[1830.0, 1895.0]>",blue,18,1,
Peter Ledbetter,Peter Ledbetter,"<[1830.0, 1895.0]>",blue,18,1,
John Epps,John Epps,"<[1830.0, 1895.0]>",blue,18,1,
J. W. Peyton,J. W. Peyton,"<[1830.0, 1895.0]>",blue,18,1,
Peter Coraway,Peter Coraway,"<[1830.0, 1895.0]>",blue,18,1,
Armstead Boyd,Armstead Boyd,"<[1830.0, 1895.0]>",blue,18,1,
Robert Auston,Robert Auston,"<[1830.0, 1895.0]>",blue,18,1,
Giles,Giles,"<[1830.0, 1895.0]>",blue,18,1,
Lewis Dougherty,Lewis Dougherty,"<[1830.0, 1895.0]>",blue,18,1,
R. D. Williamson,R. D. Williamson,"<[1830.0, 1895.0]>",blue,18,1,
A. L. Carr,A. L. Carr,"<[1830.0, 1895.0]>",blue,18,1,
W. S. Williamson,W. S. Williamson,"<[1830.0, 1895.0]>",blue,18,1,
Sylvester Lewis,Sylvester Lewis,"<[1830.0, 1895.0]>",blue,18,1,
Carroll Wilson,Carroll Wilson,"<[1830.0, 1895.0]>",blue,18,1,
John Mcgowan,John Mcgowan,"<[1830.0, 1895.0]>",blue,18,1,
T. S. Stewart,T. S. Stewart,"<[1830.0, 1895.0]>",blue,18,1,
Alex Webb,Alex Webb,"<[1830.0, 1895.0]>",blue,18,1,
M. Hanmer,M. Hanmer,"<[1830.0, 1895.0]>",blue,18,1,
John Claiborne,John Claiborne,"<[1830.0, 1895.0]>",blue,18,1,
J. W. H. Peyton,J. W. H. Peyton,"<[1830.0, 1895.0]>",blue,18,1,
Shaw,Shaw,"<[1830.0, 1895.0]>",blue,18,1,
J. P. Price,J. P. Price,"<[1830.0, 1895.0]>",blue,18,1,
J. H. Sailor,J. H. Sailor,"<[1830.0, 1895.0]>",blue,18,1,
Hanmer,Hanmer,"<[1830.0, 1895.0]>",blue,18,1,
Richard Ware,Richard Ware,"<[1830.0, 1895.0]>",blue,18,1,
Isaac Sharp,Isaac Sharp,"<[1830.0, 1895.0]>",blue,18,1,
Geo S Hayden,Geo S Hayden,"<[1830.0, 1895.0]>",blue,18,1,
M. R Johnson,M. R Johnson,"<[1830.0, 1895.0]>",blue,18,1,
E. K. Spence,E. K. Spence,"<[1830.0, 1895.0]>",blue,18,1,
John Braden,John Braden,"<[1830.0, 1895.0]>",blue,18,1,
J. M. Shetton,J. M. Shetton,"<[1830.0, 1895.0]>",blue,18,1,
A. S. Carr,A. S. Carr,"<[1830.0, 1895.0]>",blue,18,1,
J. W. H. Heyton,J. W. H. Heyton,"<[1830.0, 1895.0]>",blue,18,1,
Cheatham,Cheatham,"<[1830.0, 1895.0]>",blue,18,1,
Joyner,Joyner,"<[1830.0, 1895.0]>",blue,18,1,
Davidson,Davidson,"<[1830.0, 1895.0]>",blue,18,1,
Blackmon Williamson,Blackmon Williamson,"<[1830.0, 1895.0]>",blue,18,1,
Gilbert Algee,Gilbert Algee,"<[1830.0, 1895.0]>",blue,18,1,
E. A. Anderson,E. A. Anderson,"<[1830.0, 1895.0]>",blue,18,1,
Wm. Phillips,Wm. Phillips,"<[1830.0, 1895.0]>",blue,18,1,
Benjamin Bullit,Benjamin Bullit,"<[1830.0, 1895.0]>",blue,18,1,
Malary Brooks,Malary Brooks,"<[1830.0, 1895.0]>",blue,18,1,
T. Stroteer,T. Stroteer,"<[1830.0, 1895.0]>",blue,18,1,
Lewis Ready,Lewis Ready,"<[1830.0, 1895.0]>",blue,18,1,
Fred Tucker,Fred Tucker,"<[1830.0, 1895.0]>",blue,18,1,
J. P. Miller,J. P. Miller,"<[1830.0, 1895.0]>",blue,18,1,
Samuel Sharp,Samuel Sharp,"<[1830.0, 1895.0]>",blue,18,1,
Weare,Weare,"<[1830.0, 1895.0]>",blue,18,1,
John Lockwood,John Lockwood,"<[1830.0, 1895.0]>",blue,18,1,
M. Morris,M. Morris,"<[1830.0, 1895.0]>",blue,18,1,
H. R. Roberts,H. R. Roberts,"<[1830.0, 1895.0]>",blue,18,1,
E. J. Conrad,E. J. Conrad,"<[1830.0, 1895.0]>",blue,18,1,
A. J. Newson,A. J. Newson,"<[1830.0, 1895.0]>",blue,18,1,
L. M. Jordan,L. M. Jordan,"<[1830.0, 1895.0]>",blue,18,1,
William Clark,William Clark,"<[1830.0, 1895.0]>",blue,18,1,
A. R. Campbell,A. R. Campbell,"<[1830.0, 1895.0]>",blue,18,1,
A. R. Trotter,A. R. Trotter,"<[1830.0, 1895.0]>",blue,18,1,
Isaac Brown,Isaac Brown,"<[1830.0, 1895.0]>",blue,18,1,
John Walker,John Walker,"<[1830.0, 1895.0]>",blue,18,1,
Lewis Rowan,Lewis Rowan,"<[1830.0, 1895.0]>",blue,18,1,
Peter Rowen,Peter Rowen,"<[1830.0, 1895.0]>",blue,18,1,
Stephen Randles,Stephen Randles,"<[1830.0, 1895.0]>",blue,18,1,
Samuel Randles,Samuel Randles,"<[1830.0, 1895.0]>",blue,18,1,
H. Gould,H. Gould,"<[1830.0, 1895.0]>",blue,18,1,
W. F. Prosser,W. F. Prosser,"<[1830.0, 1895.0]>",blue,18,1,
U. S. Grant,U. S. Grant,"<[1830.0, 1895.0]>",blue,18,2,
Society Of The North,Society Of The North,"<[1830.0, 1895.0]>",blue,18,1,
Horace Maynard,Horace Maynard,"<[1830.0, 1895.0]>",blue,18,1,
Gen Wm. B. Stokes,Gen Wm. B. Stokes,"<[1830.0, 1895.0]>",blue,18,1,
Nelson Walker,Nelson Walker,"<[1830.0, 1895.0]>",blue,18,1,
A. Menefee,A. Menefee,"<[1830.0, 1895.0]>",blue,18,1,
M. E. Johnson,M. E. Johnson,"<[1830.0, 1895.0]>",blue,18,1,
Jackson Golden,Jackson Golden,"<[1830.0, 1895.0]>",blue,18,1,
J. W. Early,J. W. Early,"<[1830.0, 1895.0]>",blue,18,1,
Edward Shaw,Edward Shaw,"<[1830.0, 1895.0]>",blue,18,1,
Alexander Dickinsen,Alexander Dickinsen,"<[1830.0, 1895.0]>",blue,18,1,
John M. Johnson,John M. Johnson,"<[1830.0, 1895.0]>",blue,18,1,
W. F. Yardley,W. F. Yardley,"<[1830.0, 1895.0]>",blue,18,2,
A. B. Parker,A. B. Parker,"<[1830.0, 1895.0]>",blue,18,1,
G. W. Lanier,G. W. Lanier,"<[1830.0, 1895.0]>",blue,18,1,
William Potter,William Potter,"<[1830.0, 1895.0]>",blue,18,1,
Moses Smith,Moses Smith,"<[1830.0, 1895.0]>",blue,18,1,
Washam,Washam,"<[1830.0, 1895.0]>",blue,18,1,
J. A. Sailor,J. A. Sailor,"<[1830.0, 1895.0]>",blue,18,1,
G. H. Johnson,G. H. Johnson,"<[1830.0, 1895.0]>",blue,18,1,
Knox,Knox,"<[1830.0, 1895.0]>",blue,18,2,
Henry Wilson,Henry Wilson,"<[1830.0, 1895.0]>",blue,18,1,
C. C. Cleaveland,C. C. Cleaveland,"<[1830.0, 1895.0]>",blue,18,1,
T. Wassan,T. Wassan,"<[1830.0, 1895.0]>",blue,18,1,
Henry Jones,Henry Jones,"<[1830.0, 1895.0]>",blue,18,1,
Samuel Webb,Samuel Webb,"<[1830.0, 1895.0]>",blue,18,1,
J. Halsey,J. Halsey,"<[1830.0, 1895.0]>",blue,18,1,
N. Walker,N. Walker,"<[1830.0, 1895.0]>",blue,18,1,
John Shelton,John Shelton,"<[1830.0, 1895.0]>",blue,18,1,
J. W. Thomas,J. W. Thomas,"<[1830.0, 1895.0]>",blue,18,1,
Sloss,Sloss,"<[1830.0, 1895.0]>",blue,18,1,
Maney,Maney,"<[1830.0, 1895.0]>",blue,18,1,
Blanton,Blanton,"<[1830.0, 1895.0]>",blue,18,1,
Alfred Gordon,Alfred Gordon,"<[1830.0, 1895.0]>",blue,18,1,
Thomas Mcclennon,Thomas Mcclennon,"<[1830.0, 1895.0]>",blue,18,1,
Joe,Joe,"<[1830.0, 1895.0]>",blue,18,1,
Kuklux,Kuklux,"<[1830.0, 1895.0]>",blue,18,1,
W. M. Bulter,W. M. Bulter,"<[1830.0, 1895.0]>",blue,18,1,
George S. Grisham,George S. Grisham,"<[1830.0, 1895.0]>",blue,18,1,
1872.PA-08-31.HARR.txt,1872.PA-08-31.HARR.txt,"<[1872.0, 1872.0]>",red,25,18,1872
Ulysses S. Grant,Ulysses S. Grant,"<[1830.0, 1895.0]>",blue,25,1,
John F. Hartranft,John F. Hartranft,"<[1830.0, 1895.0]>",blue,25,1,
D. N. White,D. N. White,"<[1830.0, 1895.0]>",blue,25,1,
Hartranft,Hartranft,"<[1830.0, 1895.0]>",blue,25,1,
Buckalew,Buckalew,"<[1830.0, 1895.0]>",blue,25,1,
Gen Hartranft,Gen Hartranft,"<[1830.0, 1895.0]>",blue,25,1,
S. A. Neale,S. A. Neale,"<[1830.0, 1895.0]>",blue,25,1,
A. P. Faucett,A. P. Faucett,"<[1830.0, 1895.0]>",blue,25,1,
Charles Vosburg,Charles Vosburg,"<[1830.0, 1895.0]>",blue,25,1,
John Brock,John Brock,"<[1830.0, 1895.0]>",blue,25,1,
John Henry,John Henry,"<[1830.0, 1895.0]>",blue,25,1,
C. H. Barker,C. H. Barker,"<[1830.0, 1895.0]>",blue,25,1,
James Wilt,James Wilt,"<[1830.0, 1895.0]>",blue,25,1,
1879.TN-05.06.NASH.txt,1879.TN-05.06.NASH.txt,"<[1879.0, 1879.0]>",red,26,443,1879
Rufus H. Darby,Rufus H. Darby,"<[1830.0, 1895.0]>",blue,26,1,
P.B.S. Pinchback,P.B.S. Pinchback,"<[1830.0, 1895.0]>",blue,26,1,
John R. Lynch,John R. Lynch,"<[1830.0, 1895.0]>",blue,26,1,
Bentley,Bentley,"<[1830.0, 1895.0]>",blue,26,1,
Nicholas,Nicholas,"<[1830.0, 1895.0]>",blue,26,1,
Lynch,Lynch,"<[1830.0, 1895.0]>",blue,26,1,
W. Cromwell,W. Cromwell,"<[1830.0, 1895.0]>",blue,26,1,
F. L. Barnett,F. L. Barnett,"<[1830.0, 1895.0]>",blue,26,1,
G. W. Le Vere,G. W. Le Vere,"<[1830.0, 1895.0]>",blue,26,1,
J. Henri Burch,J. Henri Burch,"<[1830.0, 1895.0]>",blue,26,1,
Robert Nicholas,Robert Nicholas,"<[1830.0, 1895.0]>",blue,26,1,
John D. Lewis,John D. Lewis,"<[1830.0, 1895.0]>",blue,26,1,
C. O. H. Thomas,C. O. H. Thomas,"<[1830.0, 1895.0]>",blue,26,1,
Allan Allensworth,Allan Allensworth,"<[1830.0, 1895.0]>",blue,26,1,
James D. Kennedy,James D. Kennedy,"<[1830.0, 1895.0]>",blue,26,1,
H. Thomas,H. Thomas,"<[1830.0, 1895.0]>",blue,26,1,
R. R. Wright,R. R. Wright,"<[1830.0, 1895.0]>",blue,26,1,
Pinchback,Pinchback,"<[1830.0, 1895.0]>",blue,26,1,
W. Washington,W. Washington,"<[1830.0, 1895.0]>",blue,26,1,
H.C. Binford,H.C. Binford,"<[1830.0, 1895.0]>",blue,26,1,
Courtland,Courtland,"<[1830.0, 1895.0]>",blue,26,1,
Edward Pope,Edward Pope,"<[1830.0, 1895.0]>",blue,26,1,
W. O,W. O,"<[1830.0, 1895.0]>",blue,26,1,
W.H. Mcalpine,W.H. Mcalpine,"<[1830.0, 1895.0]>",blue,26,1,
Marion,Marion,"<[1830.0, 1895.0]>",blue,26,1,
David Wilson,David Wilson,"<[1830.0, 1895.0]>",blue,26,1,
M. Goodloe,M. Goodloe,"<[1830.0, 1895.0]>",blue,26,1,
G. S. W. Lewis,G. S. W. Lewis,"<[1830.0, 1895.0]>",blue,26,1,
J.H. Thomason,J.H. Thomason,"<[1830.0, 1895.0]>",blue,26,1,
S.P. Smith,S.P. Smith,"<[1830.0, 1895.0]>",blue,26,1,
Peter C. Murphy,Peter C. Murphy,"<[1830.0, 1895.0]>",blue,26,1,
David Ripley,David Ripley,"<[1830.0, 1895.0]>",blue,26,1,
W.H. Ashe,W.H. Ashe,"<[1830.0, 1895.0]>",blue,26,1,
L.W. Cummins,L.W. Cummins,"<[1830.0, 1895.0]>",blue,26,1,
H. V. Cashin,H. V. Cashin,"<[1830.0, 1895.0]>",blue,26,1,
P.J. Crenshaw,P.J. Crenshaw,"<[1830.0, 1895.0]>",blue,26,1,
J. P. Jones,J. P. Jones,"<[1830.0, 1895.0]>",blue,26,1,
J. R. Rowland,J. R. Rowland,"<[1830.0, 1895.0]>",blue,26,1,
J. T. Jenifer,J. T. Jenifer,"<[1830.0, 1895.0]>",blue,26,1,
H. W. Wadkins,H. W. Wadkins,"<[1830.0, 1895.0]>",blue,26,1,
George N. Perkins,George N. Perkins,"<[1830.0, 1895.0]>",blue,26,1,
G. B. Antoine,G. B. Antoine,"<[1830.0, 1895.0]>",blue,26,1,
Isaac Gillem,Isaac Gillem,"<[1830.0, 1895.0]>",blue,26,1,
David A. Robinson,David A. Robinson,"<[1830.0, 1895.0]>",blue,26,1,
M.G. Turner,M.G. Turner,"<[1830.0, 1895.0]>",blue,26,1,
H. B. Robinson,H. B. Robinson,"<[1830.0, 1895.0]>",blue,26,1,
Helena,Helena,"<[1830.0, 1895.0]>",blue,26,1,
S. H. Holland,S. H. Holland,"<[1830.0, 1895.0]>",blue,26,1,
L. H. Holsey,L. H. Holsey,"<[1830.0, 1895.0]>",blue,26,1,
C. C. Wimbush,C. C. Wimbush,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Wood,J. H. Wood,"<[1830.0, 1895.0]>",blue,26,1,
S. C. Upshaw,S. C. Upshaw,"<[1830.0, 1895.0]>",blue,26,1,
W. B. Higginbotham,W. B. Higginbotham,"<[1830.0, 1895.0]>",blue,26,1,
Madison Blount,Madison Blount,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Delamotta,J. H. Delamotta,"<[1830.0, 1895.0]>",blue,26,1,
Toby Stewart,Toby Stewart,"<[1830.0, 1895.0]>",blue,26,1,
George Valentine,George Valentine,"<[1830.0, 1895.0]>",blue,26,1,
Moses H. Bentley,Moses H. Bentley,"<[1830.0, 1895.0]>",blue,26,1,
W. A. Pledger,W. A. Pledger,"<[1830.0, 1895.0]>",blue,26,1,
Cutnbert,Cutnbert,"<[1830.0, 1895.0]>",blue,26,1,
J. J. Bird,J. J. Bird,"<[1830.0, 1895.0]>",blue,26,1,
R. Nicholas,R. Nicholas,"<[1830.0, 1895.0]>",blue,26,1,
J. W. James,J. W. James,"<[1830.0, 1895.0]>",blue,26,1,
F. D. Morton,F. D. Morton,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Anderson,W. H. Anderson,"<[1830.0, 1895.0]>",blue,26,1,
Greene Mcfarland,Greene Mcfarland,"<[1830.0, 1895.0]>",blue,26,1,
S. Daniels,S. Daniels,"<[1830.0, 1895.0]>",blue,26,1,
P. W. Johnson,P. W. Johnson,"<[1830.0, 1895.0]>",blue,26,1,
J. A. Braboy,J. A. Braboy,"<[1830.0, 1895.0]>",blue,26,1,
G. L. Knox,G. L. Knox,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Clay,J. H. Clay,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Walker,J. H. Walker,"<[1830.0, 1895.0]>",blue,26,1,
Emmet Stewart,Emmet Stewart,"<[1830.0, 1895.0]>",blue,26,1,
J. W. Stewart,J. W. Stewart,"<[1830.0, 1895.0]>",blue,26,1,
T. W. Henderson,T. W. Henderson,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Nicholl,W. H. Nicholl,"<[1830.0, 1895.0]>",blue,26,1,
Horace Lewis,Horace Lewis,"<[1830.0, 1895.0]>",blue,26,1,
G. W. Darden,G. W. Darden,"<[1830.0, 1895.0]>",blue,26,1,
Bishop Miles,Bishop Miles,"<[1830.0, 1895.0]>",blue,26,1,
John Garnett,John Garnett,"<[1830.0, 1895.0]>",blue,26,1,
J. F. C. Snarden,J. F. C. Snarden,"<[1830.0, 1895.0]>",blue,26,1,
P. B. S. Pinchback,P. B. S. Pinchback,"<[1830.0, 1895.0]>",blue,26,1,
Lewis T. Kenner,Lewis T. Kenner,"<[1830.0, 1895.0]>",blue,26,1,
A. Burgeois,A. Burgeois,"<[1830.0, 1895.0]>",blue,26,1,
S. E. Hardy,S. E. Hardy,"<[1830.0, 1895.0]>",blue,26,1,
