Name,x,y
Nathan Duffin,3.6913507,25.964317
Richard Page,5.3112674,26.282425
Samuel Williamson,5.104536,25.939417
Siegel,5.310195,25.49637
Vallier,-45.12434,24.492733
James W.C. Pennington,-41.916367,27.053743
H. M. Wilson,-0.73599476,2.0699742
Rachel Cliff,-74.51057,-4.714373
J. Wentworth,24.888702,-91.48387
Samuel Ruby,24.713713,-93.176315
B. Jones,24.994675,-90.00298
Spencer Emmons,25.551422,44.916462
James Sernby,23.856913,47.37618
S. G. Gould,22.463448,46.818684
Steward,23.917559,46.339127
Spywood,-63.3864,24.412638
Isaac Lane,63.63106,-39.948444
David Paul Brown,16.934408,-36.082127
Wagoner,18.364676,-34.502945
Stowe,-14.22549,-52.813774
John Bull,-17.378435,-50.683846
J. H. Barguet,20.491232,-34.50725
A. T. Hall,19.300571,-34.06661
Augustus Hill,22.898483,-36.642365
R. J. Robinson,23.529018,-37.11428
Wm. Bird,-13.45398,72.27836
Lassen-John C. Jenkins,-13.398011,72.60855
J. Peterson,-33.794262,-15.864748
H. Granger,-46.468903,-29.185163
P. Johnson,-54.843,-22.236538
John Winer,-47.715847,59.38956
Samuel G. Gould,23.400763,45.620358
Samuel Allen,21.801445,45.84299
H. Cooper,22.09088,46.230694
Madam,-15.724232,-50.209568
Kongo,-18.726982,-48.064625
D. Dudly,58.400307,-8.121978
Henry F. Butler,-41.01548,-69.82079
J. H. Ingraham,-34.983334,-68.688034
Granville Sharpe,37.324425,-18.541409
Henry Powers,39.913933,-20.477722
J. Mccune Smith,-58.17057,-7.5067596
Jay,-20.23075,-49.831142
Benjamin Wright,3.684882,26.910576
Levi Mitchell,4.3442054,24.530237
Osborne P. Anderson,45.704075,3.778898
Stewart Taylor,46.639126,3.12585
John A. Thomas,46.86241,2.9041626
Harper,8.826494,70.73243
John Black,11.944598,80.44089
Samuel Anderson,49.60509,58.102642
M. M. Rodgers,49.039764,58.632023
Baily Sparks,53.697002,53.688324
Haller,45.230442,62.066853
Marie Sharkle,53.08635,54.857586
W. C. Conway,56.90475,51.129295
Edward Hatton,-4.609475,78.51098
Charles Satchel,5.8536773,81.72837
J. B. Johnson,5.4376965,81.28964
Secy,5.012735,81.93118
William Brewer,-64.06318,27.357868
H. T. Smith,14.822275,83.83224
Hayne,4.304555,78.01773
W. H. Hall,18.238356,87.2162
G. W. Guess,53.737568,55.8321
Philip Bell,-51.93428,29.76074
Dennis Berry,-68.731125,28.90433
D. Coxsin,-55.95245,28.312555
Thomas Wiliiams,-55.68075,28.136114
Robert Roberts,-69.68541,29.300848
Sipkins,-67.343216,27.250008
James W. Duffin,-57.99356,-27.00996
Henry Clay,-12.611528,-56.160275
Abram H. Galloway,-46.519394,-72.41983
Vashon,-69.29577,23.818546
William Brown,-56.14934,25.96915
Caffres,-20.26857,-47.79441
H. C Hayden,5.1083045,26.998173
John Berry,5.0874333,26.245178
J.B. Smith,-37.173145,-70.292564
W. H. Bruce,-44.520065,-73.93258
Cailloux,-43.334732,-72.6548
C. Matthews,-50.30698,28.813976
Olney,-44.16339,26.537102
E. H. Parker,6.9370914,80.48337
David Wilson,57.020573,-50.494247
J. H. Burrus,47.97258,-49.50735
Bishop Onderdonk,53.304695,-43.00392
J.H. Thomason,60.943737,-43.16737
Hastings,50.711998,-52.22376
W. P. Pledger,59.178394,-47.237926
T. W. Burgess,16.326553,81.87843
Detter,11.38844,83.67327
E. R. Phelps,18.124992,86.15669
Handy,2.7855287,83.60319
Jonathan Edwards,-15.724152,20.557505
N. J. Benj,-47.043602,-0.5749557
Peter Jallep,-51.107132,-0.83958435
George Price,86.6777,-4.7354097
Alf,83.757484,-4.894046
Nelson Walker,79.201546,-3.2095666
Green Hubart,82.09973,-1.9556301
M. R Johnson,83.53429,-4.7893353
William H. Harris,44.440155,26.317408
C. D. Cleveland,20.905592,25.387976
W. C. Patrick,9.279569,79.39398
W. H. Thomas,15.394527,83.92784
Robert Pinn,23.342646,47.33309
Abner H. Francis,-52.55994,-22.581106
S. Barnes,-46.73565,-27.590744
John G. Whittier,21.538504,25.22252
Richard Johnson,-69.53703,25.622808
W.C. Nell,-2.250455,-6.6153255
Ebenezer Hemmenway,-0.6957232,-5.2549005
S.M. Africanus,-16.217663,21.918856
William Charles Munroe,47.70373,3.140089
I. D. Shadd,48.370567,3.454122
Richard Richardson,46.085697,3.2468717
J. H. Kagi,46.083324,4.0804677
George B. Grill,45.915077,4.0846963
Owen Brown,46.901627,2.9301338
Copperhead,-16.10335,77.986206
E. P. Hilton,-13.573928,71.06842
Hyers,-46.41752,-4.196937
Myers,-45.045467,-58.888893
W. Gordon,-56.103104,-26.608171
Willis A. Hodges,-42.719048,-1.7055799
Christophe,54.474342,-46.553627
Cornish,-51.585865,55.834072
Peck,-73.582306,25.738258
Alfred S. Cassey,-71.81784,-3.706756
Isham Martin,2.3997042,-60.41258
H. T. Rankin,8.3412485,-58.336716
P. H. Clark,-32.17239,-66.82822
Richard Sampson,-56.318283,-29.264463
Holland,-19.930368,-50.620228
J. G. Bowers,-16.019806,-46.98531
J. D. Kennedy,60.329803,-41.522346
Pinchback,60.774715,-43.359684
C.C. Wimbush,54.167274,-50.62161
G. W. Kinney,92.567215,20.49716
C. H. Davis,93.84121,20.780352
Wm. Stewart,51.73125,-51.47481
J. H. Delamotta,57.967182,-41.58587
W. O. Lynch,64.62897,-39.899345
J. D. Lewis,65.32327,-35.786003
Martin Van Buren,-16.858734,-49.899796
M. Thompson,-44.524586,-28.667608
Oliver King,-47.619854,-29.25252
Murray Wells,-2.1923935,11.795809
M. Wells,-2.176562,11.234884
Leonard Shields,-2.0355525,10.982535
Gideon Lewis,-43.342316,57.424442
Abraham D. Shadd,-51.610744,55.218563
H.C. Thompson,-54.71633,26.560717
Peter Gardiner,-74.07045,28.028463
Peter Mcneal,-36.45905,28.97123
W. H. Nicholl,62.924698,-36.385284
S. E Hardy,63.73475,-36.131695
J. Lewis,47.100517,-46.803234
J. N. Rendall,63.1622,-37.430805
J. H. Rainey,65.65926,-43.976482
H. H.Thompson,67.71353,-41.302578
P. Green,-47.91044,-26.948433
Jacob Waldron,-39.405403,-27.286247
James Mccrummill,-76.61724,-3.9966948
Ray,-55.67317,-24.384945
J. D. Guillard,10.083829,77.630035
E. H. Duplex,4.8450546,82.467224
J.C. Akers,29.058203,-7.987435
Richard Allen,51.33229,48.479034
Wm. Sumner,62.46433,-41.001038
J. W. Thomas,80.50922,-3.8010523
Joseph Sturge,-17.03913,-51.328358
John Paterson,13.90028,80.4768
Napa,5.3965216,79.78634
J. C. Mortimer,10.617228,82.75781
T. Detter,13.185003,79.34018
Duplex,6.0844016,78.03279
F. R. Richard,58.010036,50.965786
J. H. Garnet,58.066162,47.67865
Nillie Hotson,58.996082,47.074154
T. H. Humphrey,55.60422,55.657265
Hon J. R. Giddings,21.249786,24.226105
Lieutenants Robinson,-13.77945,-47.58395
T. G. Campbell,-18.442814,-47.80884
-- Niles,-13.672242,-46.618973
Joseph Henry Perkins,-1.8795525,-64.32672
William T. Barks,2.1497324,45.84322
William A. Burley,0.35757557,45.726154
D.G. Rider,23.169285,7.6514807
C. C. Milligan,56.760326,49.595654
W. H. Smith,59.87668,47.00866
S.E. Hardy,63.707737,-46.169178
Alfred Niger,-73.57521,28.360788
Toombs,17.126942,-29.860695
P. H. Ward,19.43845,-31.965881
George L. Ruffin,-36.07555,-70.79674
Peter H. Nott,-38.33033,-70.67384
Grant,42.440254,-48.95049
T. H. Green,49.65045,-50.66127
E. A. Ware,48.42357,-49.59255
David A,61.21066,-42.269318
L. W. Baker,52.134556,55.670795
Jake Anderson,58.62621,46.474094
J. T. Holmes,58.998585,47.25477
S. M. Morton,56.169086,53.618523
D. Abner,47.800007,59.784393
J. D. Pettigrew,49.23747,56.737347
J. Billings,-43.841152,-3.8628478
Thomas Van Rensselaer,-44.30394,-3.5048869
Topp,-55.673027,-6.220024
P. I. Schuyler,-49.354687,-3.680477
E.N. Hall,-22.606562,-2.7866383
Samuel E. Cornish,-63.79471,19.250166
M. A. Jackson,-48.21695,-3.0833354
Wiliam S. Baltimore,-48.412823,-3.2092617
H. Langston,-10.756258,-59.37931
Thomas Haines,2.6479478,-64.46421
Jared Gray,-41.700577,26.158718
Abraham Brown,-42.66089,26.213516
Luca,-45.33751,25.52151
Merriman,-46.32697,23.29962
George C. Willis,-74.38691,28.346973
M. G. Champlin,61.561687,-47.820618
Isaiah C. Weir,-16.1942,46.42492
James J. G. Bias,-48.770638,54.379143
P. Farnum,-54.400517,-4.613543
God,1.9475405,83.84231
Levy Anderson,-48.95462,66.42676
Knight,-4.7314715,77.88825
Peter Anderson,20.019913,88.0229
A. Dunbar,-52.904633,-28.709108
Solomon Groomer,-45.092556,-30.28901
J. H. Kelly,50.014782,-46.975525
W. P. Ryder,66.24979,-39.882385
John J. Bird,64.45869,-37.035847
C. M. Furgerson,56.12547,51.571503
W. R. Morrow,57.605804,49.67829
F. Robertson,57.519306,52.578373
Cora E. Moore,51.62569,58.396587
Peter Ross,10.165709,0.7701682
Ruffin,9.430928,4.553191
Wm. Steamburg,10.122664,3.5700364
Porter,-40.590565,31.337877
John P. Burr,-62.632305,27.448805
William Wilberforce,36.448402,-20.577778
J. H. Hubbard,-14.35098,70.84941
W. M. Gwin,-16.496342,78.634
Killingworth,-14.933984,73.128006
J. C. Breckenridge,4.695924,25.591944
Isaac Deyo,-40.03704,-70.61548
George H. Parker,-42.936127,-70.59948
Abram D. Shadd,-18.55565,44.86233
W. H. Henry,57.589863,50.63008
Hatch,58.039986,49.333817
L. M. Malones,48.015053,59.73302
R. Francis,-9.90454,-28.76723
Henry Washing,11.916365,-60.217285
J. W. H. Newby,14.716727,83.56809
J. Smith,12.244197,89.420456
William Washington,-48.973007,64.9427
Touissant L'Overture,5.050589,-3.5103326
N. P. Thompson,4.029864,-4.2425437
William Whiting,4.491934,-2.9927146
F. H. Douge,-20.630993,-4.0098577
J.P. Anthony,12.208229,-3.776388
C. Beman,12.7083025,-4.93516
C.L. Reason,-22.369776,-14.01877
George Carey,41.692955,25.685284
J.J. Carey,43.811527,25.521719
H. Grey,43.009296,28.169458
Thomas Smallwood,43.576153,22.663042
Hiram Wilson,41.342087,27.118572
Marquis De Lafayette,-25.195194,-1.2262902
George W. Gordon,2.1059291,83.758095
Sampson Talbot,-3.6769261,-25.84413
W. Wilson,57.457508,-51.3107
L.W. Cummins,61.640114,-43.665813
Wodson N. Twine,9.336904,16.194038
Morgan Melton,-2.6478572,-69.53401
A. Strauder,0.8307648,-69.89858
T. Crawford,0.31231546,-69.31913
G. Hilton,0.024474856,-70.31723
D. Trent,1.2916131,-70.96373
F. Lattin,-28.058054,-22.056581
Geo B Wilson,-51.78291,-4.5150976
Purnell,-49.638706,-1.3077284
L. Hayden,-50.094425,-1.9903443
J. B. Sanderson,13.691159,87.91751
J. W. Wilson,62.87873,-43.63807
H. C. Binford,50.839626,-49.852005
J. P. Jones,57.545303,-46.611813
A. Asberry,52.342636,58.585464
R. B. Smith,52.37266,53.90612
J. H. Crawford,53.21274,56.596127
Lamar,54.52031,51.121468
George Ii,-79.10849,-2.0971718
Fuller,-77.65724,-4.062314
Cary,16.612843,-31.053497
Stephen Woods,-54.347622,-5.131156
Henry Brister,-41.079063,-2.4447057
Hodges,-50.666817,-6.500274
George Ennis,-52.931908,-4.8928304
H Morton,-50.897633,-3.804654
George Milburn,-47.63837,60.106335
F. Cook,-46.651592,65.88258
Cutnbert,68.23088,-39.119198
Port Gibson,62.034718,-38.297447
U. S. Grant,61.043545,-32.53724
J. H. S. Gaines,52.638466,58.114765
W. H. Wallace,51.67312,54.105316
John S. Rock,-43.2253,-62.314
J. W. Hughes,53.531483,-49.514038
A. T. Augusta,50.658566,-47.878834
N. Freeman,27.309687,-91.250885
J.W. Lewis,28.148773,-91.00432
John Wright,24.657682,-91.4044
Abram W Niles,26.47668,-90.54999
Chandler,25.897034,-91.63994
E. K. Phelps,15.948561,83.19149
C. H. Mcdougall,16.37724,84.38812
A. Duvall,-4.876552,77.992645
J. Q. Starkey,-6.3957872,78.56375
Watson,42.623203,-46.354267
Poindexter,0.62837946,-69.911575
W. Stuart,-1.4257705,-70.85062
Loundon Triplett,38.229935,4.0468483
Hiner,-52.844208,31.226162
Benjamin Matthews,37.1884,2.9209402
John G. Hudson,37.523296,3.4699347
J. N. Perkins,51.896904,53.672585
N. B. Jenkins,56.134514,50.226856
Richard P.G. Wright,-45.11832,-28.97787
Samuel B. Hyers,-49.21678,-2.7779818
Charles C. Seth,-42.98744,-1.6330345
Griffin,23.256104,-91.182846
Amos,22.46041,-92.14145
W. Scott,23.382105,-93.55317
Birney,23.02763,-92.60623
Wm. H. Hall,16.98586,86.229065
B. Campbell,-12.885042,71.09625
N. E. Speights,-14.6020155,75.030365
J. Madison Bell,-15.9887,73.80231
George B. Moreton,-25.441282,-17.14807
H. Smothers,-25.63587,-17.266258
Theodore St. Wright,-31.82321,-22.452436
Reuben Murray,-31.972397,-22.199606
J. Harris,-43.156796,-31.088299
John Landon,-26.23494,-18.51489
Carroll Wilson,80.09613,-2.6739156
Cyrus Cook,87.69629,-5.525043
Mclean,23.176779,26.626389
Sayre,20.593487,25.91508
S. R. Ward,-55.0908,-27.391016
Still,-20.78635,-3.959015
H. Hicks,-21.036076,-3.6523528
James Allison,85.6631,-2.3223126
Alexander Dickinsen,90.04926,-5.0748587
Jesse White,55.91149,-8.971553
V. Morgan,55.58102,-8.748855
Cox,-24.57144,-4.051722
George M. Perkins,62.111465,-41.974346
F. Lacy,43.48345,25.105627
J.B. Smith14,-1.2184962,-5.1708474
Hunter,-0.7489938,-5.02751
William Deitz,-2.7026093,-5.1969433
L.A. Grimes,-2.7947965,-6.4451766
Levi Lee,5.5769835,49.83925
Lewis N. Bradford,3.3163733,47.89668
John G. Chaplin,5.2813883,49.517
Meshach Graham,3.2846692,50.33118
Bustill,4.1187406,49.17222
James H. Gant,3.6067393,49.550117
Thos,-61.14323,31.429388
P. Drayton,-49.960434,30.93239
Leonard Grimes,0.5107568,-6.819973
Jonas W. Clark,6.7155,5.125823
J. W. Fountain,6.5903707,4.618904
Smithie,-44.255554,58.112247
B. Walker,-44.828354,59.10667
Giles Scott,-45.27579,57.93581
Geo W Gorden,-50.798935,-5.4681487
Weeden,-46.6134,-3.013168
R. Wright,-25.191628,-1.8469669
T. L. Jinnings,-51.32605,26.20214
R. Island,-55.8777,25.323404
George W. Thompson,-56.401867,25.829678
N. J,-10.47371,-27.619595
A. Nigers,-9.103996,-28.89548
H. Jackson,-50.420223,-31.4072
J. B. Handy,11.370961,82.68766
Lowe,36.728542,3.960437
Joseph Patrick,19.145113,-30.627512
Job Vincent,20.008917,-36.231403
A. Ellsworth,19.201195,-37.734734
Codding,19.10074,-36.554527
E. D Holton,18.14268,-36.484287
Jr.,-12.508778,73.562355
Edward Phelps,-5.934409,77.92652
William G. Allen,-54.42045,-5.7327504
Albro Lyons,-44.59495,-0.8161932
Thos Van Renselaer,-54.865448,-4.655484
T. M. D. Ward,5.320547,84.437546
Bates,-37.81442,-58.632423
George R. Taylor,-40.41001,-67.61532
George H. Baltimore,-55.73261,-26.811607
E. Mitchell,-0.7673249,46.505928
G. Barnes,4.6220627,46.46312
O.L.C. Hughes,3.2381048,48.06285
Arnett,-0.16321781,48.787083
L. Granderson,0.24208646,47.036068
William D. Forten,2.93768,46.486675
Thomas B. Shorter,1.3568871,46.786537
George H. Jenkins,5.0139265,49.910007
George W. Sanders,0.02998962,48.597317
Wm. P. Newman,-39.518024,-67.996605
John B. Reeve,-45.52968,-71.20529
Chas B Ray,-51.434624,-1.5726583
John Scoble,44.962242,26.595913
Jd Fisher,42.710304,23.601683
L.P. Barton,43.0468,23.383615
H.R. Thomas,42.692238,24.242512
H. F. Smith,14.490992,83.16747
Frederick,26.952417,-5.1811714
Wm. Tasker,26.594706,-5.206674
Webb,27.937607,-5.187429
H. Douglass King,16.571186,-30.46549
Willis Hodges,-55.889385,-26.991957
Abram Jackson,-55.403687,-29.559795
H. W. Johnson,-51.75034,-7.428613
Sharpe,-5.5722957,-28.995018
Samuel Van Wranken,-49.290115,-3.2535622
J Spence,-44.904385,0.2340104
Charles L. Reason,-59.407692,-27.096338
Dear Zuille,-23.29505,-14.842215
Austin Stewart,-64.83051,19.026943
J. T. Raymond,-23.125433,-14.745928
J.N. Marrs,-25.146864,-15.913109
G. B. Blanks,38.24966,-18.334764
Charles P. Tidd,47.00132,4.3819036
Johnsen,79.39241,-2.7677429
Weare,87.36269,-3.119322
Biars Stanley,-52.784267,29.052162
Robert Nicholas,52.964832,-43.08292
B. T. Tanner,55.884624,-48.8816
H. B. Robinson,61.895912,-38.394173
B. F. Williams,60.568985,-38.425087
Edmonia Lewis,61.40706,-43.916294
Davis North,54.382744,-48.752808
John Dickerson,68.855896,19.220493
Silas Woodford,64.40055,16.59417
Frank Boumes,65.945786,16.495136
John M. Johnson,90.79025,-4.9257483
Harrison Blanton,68.53101,19.547915
John Redman,66.612366,17.685856
John Gibson,68.44597,19.301
Allen Cooper,64.18645,15.598887
William Palmer,65.24298,17.164408
Charles Fields,65.18957,15.455147
William Glasgow,65.88829,15.249719
George Rose,65.043465,15.1774435
B. King,24.033262,43.749176
Blackwell,23.779377,46.04677
Robert B. King,25.376781,45.6999
Lincoln,86.42059,-8.616431
William D. Matthews,19.77245,9.431672
J.B. Stratton,24.694126,8.16575
Henry Jennerals,5.34759,28.136581
Harrison Mcdowell,5.9572377,26.360062
John Harrisson,-49.647804,-5.1314416
William A. Tyson,-48.084892,-0.499896
Clarence P. Selden,-22.793673,-14.507844
P. B. Randolph,-44.921383,-69.92934
C. E. Vermong,7.5276,-2.9009712
Allen Allansworth,60.97122,-44.429962
John R. Lynch,52.615326,-44.86157
M. H. Bentley,53.395443,-52.226788
W. H. Ashe,64.559944,-42.2138
Emmet Stewart,64.057846,-43.219078
P.J. Crenshaw,59.45685,-41.99656
B. G. Booth,65.01957,-36.455173
John Avertt,49.69684,-52.079216
Carter Stewart,15.249371,-3.740127
J. W. Stewart,68.09435,-38.269657
G. M. Gordon,51.16182,-45.698017
Cha,8.454784,-59.015446
Isaac Jackson,-45.541348,63.426563
Charles A. Wheaton,21.590822,26.330877
G.W. Bryant,-41.37407,-67.86226
William H. Bruce,-43.139133,-71.01377
Peter Hubbard,-69.415794,27.292534
R. Purvis,-46.990837,26.345156
Wm. D. Jenkins,-48.23431,26.646229
John Galley,-11.401248,78.96041
Kenedy,5.3747363,82.528885
Jason,-1.9292679,-68.96018
J. L. Watson,-4.325017,-68.721436
R. Williams,-0.6418204,-68.543076
L. N. Milnor,-1.3775948,-70.196365
Jolin B. Vashon,-61.379673,27.939102
Elliott,-51.692085,25.556473
Benjamin Stokely,-59.0954,25.726242
Arnold Buffom,-56.87188,25.83443
Jacob Morgan,-73.45887,28.140545
Charles Morton,-62.030804,19.245226
Woods,5.449006,4.577699
Thos Thomas,-41.885662,-2.4908576
John Berrian,-56.248356,25.624178
D. Richardson,-55.646317,25.432882
Caleb Cregg,-59.866993,26.763857
Jesse Bolden,-69.24998,-0.53156054
J. J. Gould Bias,-76.81481,-3.2396853
Kinney,-80.77833,-4.9363174
Richard C. Brown,-19.843166,46.47768
A. D. Shadd,-47.833534,57.331207
Benjamin Clark,-48.990242,66.251526
John Morun,-44.295185,57.90582
Thomas B. Walker,-45.827244,64.69348
Alford Derrick,39.340385,-19.519253
J. T. Fisher,44.09953,26.457888
B.F. Young,44.78612,24.967646
E.B. Dunlop,43.03242,25.60959
James Thomas Fisher,43.538578,25.664938
H. Bibb,46.826725,25.03902
John M. Brickens,-39.48393,-27.783741
John T. Raymond,-52.787212,-28.198792
Rhodes,37.716373,-18.408762
T. W. Henderson,63.913124,-38.415356
Jehudi Ashmun,-20.698359,-1.9268107
James P. Johnson,-23.200672,-2.2808213
Jeremiah King,-9.269069,79.1277
Newport F. Henry,18.51467,86.65091
Peter Blackstone,19.251879,87.128914
Edward R. Phelps,-11.332461,78.71522
Alfred White,-8.583367,78.72602
Wm. P Mcintyre C.S. Morton,-29.409748,-20.354862
T. Richardson,59.23294,-46.34759
S. F. Griffin,53.957314,-49.13871
Anna,69.256996,-41.630833
R. Lawton,56.521606,-42.507748
Scott Decision,9.201856,-2.957447
Edwin D. Morgan,-21.342272,-3.9219406
E. N. Hall,-54.97811,-5.673134
Hicks,62.047276,14.456382
Barber,68.72302,18.765463
T.W. Henderson,49.315186,-52.206017
G. W. Levere,60.743313,-44.31958
H. W. Watkins,66.19764,-38.02138
S. C. Upshaw,58.01112,-40.98172
John Chinaman,55.73058,-42.97158
James Matlocler,57.403145,-44.208134
Bentley,57.12065,-44.55554
W. S. Alexander,51.07789,-49.265083
Jess Davis,64.412125,16.035725
H.H. Trumbo,68.0846,18.258747
David Rossell,-79.77003,-2.628609
P. B. Lee,-47.18471,-28.295456
George Baker,-44.07242,-28.48531
Thal,-42.137413,-27.187954
A. J. Aldridge,6.761573,-2.9390783
Edward Gilbert,4.723063,-4.1029296
T. J. Vosburgh,16.633694,83.93932
Nathan Furbert,9.748916,80.57764
Samuel Kunee,17.424011,85.658966
F.J. Vosburgh,8.709088,78.447136
George Anderson,13.548066,81.68443
Mitchell S. Haynes,8.604877,78.03571
Horace Mann,-2.8778071,-64.30915
Bey,-2.0193634,-61.555973
Edward Coke,0.9077464,-62.276924
Heathcock,-3.6123936,-63.481148
Francis Marion,1.7821574,-63.598545
J. M. Cordozer,-7.234954,-28.19482
L. Lathrop,-49.41656,25.729464
F. D. Morton,68.05253,-35.502674
H. H. Thompson,55.59551,-42.658
J. H. Thomason,56.92305,-45.720615
David A. Robinson,54.75959,-46.508976
George Hooper,4.2440853,49.04198
L.T. Pelham,22.523268,7.968498
B. F. Hughes,-44.57524,24.809643
Jonathan Graham,-15.276105,47.80815
John H. Spriggs,2.5574129,49.44359
Howard Day,-33.872856,-69.921555
W.H. Brown,-40.93514,-69.89113
George Le Verre,-76.96876,-1.6976218
Jacob Brown,-52.400948,-28.594978
M. Miner,-44.233994,-28.218754
Hollins,42.990803,23.106163
W.P. Newman,-46.74679,-70.02187
J. T. Hilton,-10.333812,-27.429266
Christopher Rush,-47.20368,-2.0160742
Wm. S. Whipper,-39.21527,28.716509
Scipio Sewell,-50.417187,29.74725
Thomas Channock,-41.58352,30.093336
Leven Williams,-40.216866,29.822374
James Johnson,-60.67452,18.11123
George S. Grisham,89.119675,-4.656523
N. Walker,81.38367,-1.4665349
Moses Stuart,21.589216,26.073647
John Mclean,23.227682,25.428232
H. Burleigh,22.213713,24.70381
J. Lain,-45.03205,-28.517721
Wm W. Brown,-50.109383,-1.3255737
Leonard Coliins,-44.656376,0.01591744
Francis Cobus,-27.92401,-21.741173
V. P. Pennington,-46.893364,-1.7254919
Geo Haggimore,-54.042446,-4.4172983
Bartholomew,57.610687,-7.6942673
W. J. Greenly,57.716553,-7.8736296
Henry R. Crummell,-53.358486,-28.502241
William H. Harrison,42.656693,28.081871
G. W. Braxdall,51.099644,-52.233444
J. H. Delamotte,67.293205,-38.181103
William Hope,0.89815044,-61.247135
L. D. Tayor,1.0975417,-62.596638
L. Johnson,-45.999355,-30.98081
William P. Mcintyre,-19.786772,-2.3643336
Van Buren,7.5510445,-40.558384
Reed,9.678417,15.512884
W. N. Johnson,9.988413,15.126368
Newton,10.040253,14.817394
J. Jackson,-8.09755,-63.029846
T. H. Dorsey,2.918475,-69.65984
T. H. Henderson,-51.623302,-1.2109516
Wm Meads,-42.66002,-1.5198405
C. Willis,-49.63901,31.139221
J. B. Vashon,-62.35515,21.085407
Cass,-17.521313,-48.95438
James A. Handy,27.276932,-5.0621586
James A. Jackson,27.45974,-3.2193563
P. Tolliver,9.629114,10.100336
Alexander Freeman,-45.145233,65.36053
James C. Watson,-49.765,65.63163
Dan,-44.783302,58.917545
Wm. Knight,-48.4992,63.856304
Nathaniel Depee,-49.135746,68.35103
H.H. Webb,-45.697456,60.651062
Charles L. Robertson,-15.626505,48.393032
Charles Shim,-47.91353,-28.412115
Benjamin Templeton,-17.208435,-49.186245
Johm Mercer Langston,-16.463774,-45.598217
M. M. Clark,-15.040887,-48.18847
John Freeman,-20.163307,76.22163
John J. Moore,5.416368,84.39678
John Fortescue,1.9803312,-62.73819
J. I. Gaines,-10.503635,-60.110542
Abraham C. Rice,-19.13217,-50.60221
Harrison Powell,-9.271816,-29.213879
S. Talbot,-9.455291,-28.176418
A. Hooper,-43.38464,-2.5636394
James Ball,24.377298,-89.98791
Lewis N. Bedford,5.4985695,48.561867
Aaron I. Still,3.6899369,49.403664
George W. Lawson,21.300762,25.994406
Charles D. Miller,21.135818,24.13603
Wm. Henderson,10.008051,15.381479
Thomas Newton,9.5999975,16.272503
M. Langston,-0.3064239,-71.24362
W. S. Davis,-0.357277,-70.525276
H. F. Douglass,-8.347249,-63.397198
F. Pulpress,1.752381,48.27096
Lemuel B. Stewart,5.570862,50.072823
George B. Vashon,-42.030483,-62.44162
J. P. Howard,53.41599,54.640793
J. W. Jones,58.13696,46.777348
Robert Caldwell,47.3354,53.382183
N. H. Hill,59.074955,45.45627
W. J. Lowery,45.205566,61.52
N. Nooks,0.43264621,-71.367714
B. W. Thomas,53.01362,-47.616615
C. Napier,65.8432,-41.056763
W. W. Matthews,-7.4531546,-27.782492
W. W. Brown,-51.944054,-7.4235826
L. Campbell,44.319122,60.91724
J. Crawford,-49.982395,-28.130365
Eli Johnson,-51.72388,-22.615189
J. N. Marrs,-46.65223,-29.614697
J.W. Loguen,-45.4302,-59.13988
William Nesbit,-39.45329,-62.918655
Wh Topp,43.53794,25.573212
H. Wilson,42.02695,27.584137
Payton Harris,-16.233965,-52.493984
D. Goodley,42.11438,27.866562
William L. Barnes,16.605373,-33.836147
J. F. Platt,-4.508309,-29.988125
K. B. Dunlap,-6.237655,-23.834305
J. H. Malvin,-8.376569,-28.561464
Samuel Eliott,-42.151913,26.166897
Richard Voluntine,-52.460964,24.522076
Henry Ogden,-65.23289,27.71139
George W. Clark,-14.526137,-47.96289
J. M. Goodloe,65.02139,-35.513927
W. M. Newby,11.5934305,80.05777
Hubbard,9.339673,87.97846
Jacob Francis,18.78561,86.33472
H.A. Thompson,-13.975736,24.589634
Henry Nott,-17.739605,21.721949
J. Demming,-16.96807,21.053051
T. B. Potter,-17.133593,22.26557
A.B.,-3.7574718,-2.0801795
Watkins,-8.480066,-3.926631
Stephen H. Gloucester,-69.843155,28.248116
Israel Jeffries,-49.94574,26.783766
John Rich,-53.331272,25.880615
John J. Gaines,-13.39896,-47.310825
John T. Brittain,-16.253212,-49.75063
Edward V. Clarke,-14.566295,-49.68871
Dear Brethren,-13.502811,-48.395847
L. J. Laquay,58.683083,46.48099
Emett J. Scott,45.865364,58.773754
P. H. Collier,49.660114,56.91923
A. Scott,44.202114,61.521423
D. A. Payne,-45.25031,58.130928
C. Crummill,-49.419285,64.145355
James E. Cornish,-58.194233,29.182781
James Wilkins,-50.534714,29.566172
Ralph Harden,-44.398033,56.9672
Moses Willcox,-46.804134,-28.300394
Saunders,65.99162,15.933372
Henry Lynn,65.22359,15.871231
Daniel Parker,68.61455,17.36344
John Simes,69.74858,19.116823
Noah Blankenship,69.13593,18.665306
George Bratcher,68.78425,19.19752
John Kelly,-71.01777,27.730959
Janius C. Morrell,-73.056595,-5.3341446
H. H. Gasson,48.948837,57.2526
William Still,44.36663,-46.83415
Peter W. Ray,-36.576767,-64.74977
Van Rensseiaer,-51.41226,-3.255992
J. C. Morrell,-73.85331,-1.07753
Goodell,22.225714,27.76515
J. Primrose,-43.842113,61.11128
Samuel Brown,-47.15717,61.991486
David Ruggles,-62.339687,20.513609
John Liverpool,-72.96872,28.093155
Downing,-44.200035,-63.81539
