label,x_val,y_val
J.R. Caswell,13.0071,-28.0476
John T. Raymond,-40.5423,-22.2557
C. H. Brown,18.9027,14.4779
W. Gordon,-58.5091,-13.5982
Tom,11.5276,-13.9146
S.G. Brown,-0.240067,-63.6087
Lewis N. Bradford,-1.00303,26.5367
S. Jones,28.597,-43.2277
Society Of The North,65.0672,0.424298
Mis Doc,38.2254,12.6384
Reading,17.6193,68.6894
Charles D. Miller,-16.9895,-77.3036
Deyo,-14.518,-55.843
J. C. Morrel,-8.73105,-30.3798
A.B.,-37.6711,4.08631
W. H. Hanster,18.7618,-52.8391
Henry Morton,-53.5444,2.12762
Edward P. Duplex,33.8841,34.944
Wm. Rice,-8.72805,-30.8692
J. Robinson,14.9859,-9.05244
C. Mcgayner,-43.4185,-29.9751
J. W. Thomas,66.0054,1.80626
James Gaines,38.1287,13.012
E. R. Belcher,39.1345,-18.9151
Edward Herenden,-2.17605,-69.9493
Charles H. Reason,-12.0713,11.1679
William Jackson,-30.4547,24.4005
Augustus Hill,14.9934,-9.05226
C. H. Mcdougall,36.4876,38.9572
Thomas Of Mason,17.9895,-5.14484
G. W,42.1667,-15.9987
Philip S. Foner,-38.1748,5.91194
Easton,-12.6083,51.2651
G. I. Totlebein,-37.6129,4.04153
W. H. Woods,15.5186,16.2699
James Sharp,-40.567,-22.2512
Noah Blankenship,38.3086,12.47
E.N. Hall,-38.9758,-7.86598
Jacob Waldron,-43.2962,-28.7872
Albro Lyons,-57.0182,1.90798
George Rogers,37.5828,11.78
Charles Sumner,61.4817,0.941717
Samuel J. Lewis,-7.90706,-54.9637
John Potter,-22.4583,56.3793
Madison Blount,40.1196,-16.107
Robert Collins,-28.4811,16.7677
Wade,-7.98417,-54.9565
John K. Jackson,-9.18632,48.8368
R. Hall,50.4446,27.3193
Daniel O'Connell4,26.8436,47.1009
N. Caesar,-57.9734,-18.1823
Josiah Moore,-29.5521,14.285
John W. Lewis,-31.6248,16.763
S. H. Holland,42.5333,-18.9257
A. L. Asberry,17.9187,19.0922
J. Berde,24.6169,-61.1446
Hatcher,-3.33723,-58.3025
C. Crummill,-35.7081,34.682
G. W. Money,14.796,18.9819
Boyd Parker,-10.0391,10.6827
Augustus Anderson,18.2385,-52.4087
James Barnett,0.187582,57.1068
David Lomax,-33.2231,34.2576
Tim Machlin,37.4274,11.9495
Levy Anderson,-33.5302,37.6811
W. T. Watson,11.3762,-13.1315
Ex-Governor Hamilton,-2.16499,25.8942
Josiah C. Wears,-28.1459,13.8156
William H. Miles,38.3792,-21.0917
Joseph Bantem,-16.632,-62.8534
Bonner,10.6494,-13.4103
Arthur M. Waring,-4.28087,69.4355
M. J. Lightfoot,46.6106,-38.9907
W. C. Nell,-52.592,4.46027
W. J. Wilson,-30.1822,9.39886
D. L. Moss,28.5242,-45.7278
J.J. Carey,-6.79033,-13.5031
I. Gibbs,52.0341,31.7357
James H. Washington,-26.2416,-40.7668
M. Turner,38.1244,-15.5583
Sabram Cox,17.4743,-39.912
Owen T.B. Nicken,-9.87565,48.8216
John Adams,-8.23333,10.6804
Syracuse,-9.02541,-30.7755
J. Hill,3.0397,-1.10466
D. B. Thompson,17.8009,18.0508
Malone,4.77776,-81.066
Thomas,-2.63798,54.5252
B. Randall,-56.7641,22.732
O. P. Hoyt,47.5591,-38.7429
Charles Gibson,53.8118,31.6693
Thomas J. Bowers,-23.0986,-43.3909
Abner Cocker,-12.8366,67.4495
Dr. Peck,-16.4801,32.5
H. K. Thomas,5.84647,-58.9746
W. P. Morgan,24.6617,-49.0768
Willis A. Hodges,-55.6432,-0.426344
P.M. Williams,-57.2798,23.1891
Dennis Berry,-12.1505,64.6358
A. J. Morrison,-34.9487,16.7966
W. Newby,31.8751,34.1497
Sam Lowery,64.1676,2.83417
G. H. Shafler,43.3274,-22.7477
John C. Jones,18.7284,-52.8179
Henry Scroff,-7.9846,-54.9265
Thomas Kennard,-29.0228,14.8345
Pope,36.6948,12.4284
J.B. Stratton,31.0142,-2.29331
Leven Williams,-4.11369,69.572
Rainey,41.2274,-17.1215
Reynolds,11.961,36.3288
Daniel B. Brownhill,-10.0781,53.0798
W. B. Higginbotham,37.493,-16.1065
L. W. Miner,27.2572,-52.3544
Peter Williams,-9.03462,62.6584
W. Stuart,27.4605,-44.175
Marah,-40.549,-22.2262
Andrew Jackson,43.9572,-41.1727
L. D. Taylor,25.2606,-50.2284
John Addison,-28.1107,15.6466
Henry Cornish,-28.7843,38.5733
B. Hoyt,-8.32014,-14.5901
William Henry,18.6563,-52.8883
Henson,-19.356,-2.51042
Frederic Douglass,-23.1948,-16.0739
Fortie,52.2515,26.4015
E. M. Davis,-17.5965,-77.8033
Miller,53.4288,22.9285
Daniel Jones,-41.2053,-23.0357
C. Mathews,-22.1314,55.6483
Pitt,13.0805,-27.7617
Tulare-Moses I. Rogers,26.8648,47.8664
Peter Gardner,-9.80036,47.4967
W.C. Munro,-26.2375,-18.9802
J. G. Sterrett,-7.89457,-54.9694
W. H. Newby,32.3501,43.8312
Richard Brown,36.3019,13.0974
Wm. Bener,-2.21487,-70.1244
Poindexter,29.1257,-45.429
George Bradley,46.5329,1.32563
John Kelly,-5.67926,59.4391
William H. Johnson,-24.1909,-41.8037
Vincent Smith,1.39938,57.3155
G. R. Williams,27.5352,-46.1751
J. Wagner,-6.5312,-13.0468
J. F. C. Snoden,38.5727,-20.3249
David A. Robinson,36.7373,-20.5016
C.L. Remond,-21.701,-12.8847
John J. Carey,-5.84885,-14.9369
Clarkson,47.2954,-39.6341
W. J. O. Bryant,28.7179,49.3787
Delany,-20.1944,34.907
Theodore St. Wright,-58.1127,-17.9418
Daniel Stone,46.3975,1.54296
John Chester,-40.597,-22.2726
J. W. Cromwell,45.0759,-21.5197
William D. Jenkins,1.02127,56.1252
John P. Burr,-1.5845,64.0861
John Black,54.2788,29.7397
Harris,11.2358,-25.7566
A. T. Jourdain,-7.28264,-47.083
Wm. Talbot,-7.27193,-47.0782
G. W. Francis,-7.76735,-59.8847
J.C. White,2.6351,26.1741
Francis Cobus,-57.814,-19.2154
L.T. Pelham,31.6139,-2.54907
T. T. Tatum,-24.4547,-19.4589
Wm. W. Mathews,-8.92903,-30.7384
Jesus,-6.44256,6.258
J. W. C. Pennington,-29.9986,8.85129
G. H. Johnson,68.0543,0.908351
P. W. Johnson,40.0757,-17.1278
Henry Thompson,-24.1223,56.0092
G. R. Townsend,17.7539,20.8328
Barbadoes,20.6461,50.9878
George Thompson,-20.0718,-2.9407
Jos. Adams,-4.37662,69.4878
William T. Barks,-1.58378,27.0026
T. Seaman,-42.1571,-30.9558
Mead,11.0287,-14.3145
S.E. Hardy,44.2389,-19.8157
George W. Tucker,46.7742,-38.2303
Alfred S. Cassey,-30.9752,15.8241
Shedrich Basset,-4.3285,69.9774
J D Tinsley,-5.89501,-14.9481
Oliver Williams,37.8493,14.1654
B. W. Thomas,37.5015,-16.8092
Wm. F. Bouchet,-58.8867,25.2413
James A. Jackson,-16.5417,-62.942
Joseph H. Perkins,25.537,-60.6249
L. C. Beman,-57.7482,23.5691
P. Orca,4.06602,0.606867
George Hogarth,-5.06524,50.3734
Robert M. Park,-58.1752,25.9957
N. Y. ; Geo,-29.5402,13.7711
James W. Randolph,-37.898,4.35542
John Debruhl,14.5441,15.07
Matthew Draper,2.14446,57.1956
Gloster,-8.65188,10.995
William Charles Munroe,11.5886,38.4489
Henderson Davis,-33.0124,38.1664
J. E. Crawford,-24.3106,-16.7496
Bradley,47.1712,1.43549
C.C. Wimbush,42.32,-21.4054
1840.NY-08.18.ALBA.1.txt,-45.1653,-33.6888
John Fortescue,25.4724,-60.3505
Rodgers,-33.2212,34.1463
1858.NY-09.14.TROY.txt,-38.7198,-9.66276
William C. Nell,-24.5007,0.612183
M. R. De Mortie,-7.30217,-47.1447
Jesse Lawson,-7.93825,-54.9695
Benton,3.67797,-80.9495
Isaac Deyo,-22.2331,-41.5875
Silas Woodford,39.3953,13.1263
Joseph Dell,-38.2771,3.96807
Charles H. Levick,0.121746,57.3536
Chas Van Hoosen,-53.3725,2.507
J. T. Rapier,44.0625,-19.9496
A. R. Green,-7.50559,8.80127
Aminadab,-16.0649,32.7688
1848.PA-12.13.HARR.txt,-16.6703,36.0472
A. H. Richardson,14.9879,-9.049
Benjamin F. Cutler,-36.4085,-7.3638
A. Bolden,-22.7287,-40.7895
R. Allen,-25.4405,-22.0822
D. Segrel,-2.19776,-70.1772
Fielding Smithea,33.9255,33.6891
Charles Pierce,-12.7459,67.4927
J. B. Starkey,51.2198,30.2977
Wm. Webb,-16.4679,33.9773
J. Smallwood,26.2448,49.2391
Jacob Schemerhorn,-38.3977,4.95945
Sam,-31.9171,31.3841
John Randolph,11.9381,-26.7573
D. Williams,-0.409413,28.3275
Newsom,11.6342,-14.6192
Washington,52.1855,29.325
B.C. Perry,-19.9882,-2.63953
Rand,-37.2601,4.45584
R. F. Wake,0.514647,57.7733
1845.NY-09.08.GENE.txt,-16.036,-64.0875
F. L. Barnett,39.6775,-14.7144
L. Granderson,-1.30728,25.834
J. R. Rolland,40.3829,-19.8437
William F. Butler,-4.09284,-56.9107
Gideon,35.0696,-17.698
Nesby,32.0751,-2.01536
C. Gibson,0.747097,27.3572
C. S. Morton,-42.2388,-30.5128
Joseph E. Gardner,-14.5861,32.0583
Wm. P. Johnson,-50.1981,-20.4505
Roger B. Taney,23.7639,46.856
Cune Smith,-53.7792,2.14189
B. Young,53.4548,26.3479
Artis,28.612,-45.0267
Lewis H. Nelson,-30.1856,9.39327
Mack Henson,-7.93157,-54.9388
Van Rensseiaer,-55.7862,4.16998
Hollins,-6.89346,-14.7661
D. W. Williams,44.2569,-17.6843
Carrasol,-56.3926,-19.8427
John Emery Burr,-57.7382,26.0745
Israel Campbell,-8.25837,-13.879
Napa Wm. H. Christopher,25.1511,49.9098
Copperhead,25.9873,49.9173
John H. Wheeler,-37.9446,4.48014
Thomas L. Jennings,-12.7728,63.8059
S. Harrison,0.449205,-52.4208
Edward Phelps,33.5746,34.1319
George W. Buck,-2.05517,27.6458
G. B. Brown,54.584,30.03
J.C. Morel,-23.1399,55.1711
Still,-39.235,-7.63783
Collins,-31.1764,31.022
William Scott,-5.55665,-13.5638
D. Carter,30.5308,43.0959
A. L. Maynard,13.972,18.2766
M. Jones,28.8079,-44.3479
James Taylor,-21.2449,-42.0271
F.G. Barbadoes,52.622,29.0292
J. S. Tibbetts,13.797,15.3654
John Jay,-42.6834,-31.4066
G. S. W. Lewis,42.49,-17.0189
G. B. Antoine,38.8246,-21.6817
Booth,53.3858,28.7013
Napa,31.4966,46.6028
F. J. Loudin,39.43,-16.1554
Isaac Triplett,32.2688,33.7204
Elizabeth Armstrong,-29.3993,15.7788
J.T. Fisher,-7.62463,-12.7875
Gee,28.2041,-45.2023
W. Washington,36.2818,-19.3655
Daniel Segrel,-2.04846,-70.0073
A. A. Asberry,20.3444,14.686
Conrad,-0.916733,-56.311
Enoch Bell,-32.8281,36.3078
R. L. Smith,20.5318,18.1656
M.D. George B. Vashon,-23.0468,-41.0825
Lewis Conover,0.50056,-52.461
F. Degroat,-4.88693,-13.5094
J.J. Smtih,-19.325,-3.22898
John H. Morris,31.9052,36.4731
Edward Young,-31.2208,15.0518
J. Biglow,67.3978,1.66646
Daniel Yates,-35.2072,33.6367
Joseph Henry Perkins,24.5291,-58.3838
Henry Johnson,-33.7623,-4.06498
W. O. Lynch,43.1279,-17.1656
Nillie Hotson,15.256,17.3423
George Anderson,54.8956,29.3229
C.P. Hicks,-8.57502,-63.8641
Francis Marion,25.727,-59.9532
John Watson,-39.9909,-32.2292
J.T. Mahoney,-0.240793,-63.6057
Samuel Elliott,-5.73858,59.2287
J. Watkins,-30.0297,13.2587
Peter H. Nott,-21.6046,-40.91
Charles Stewart,-9.81778,50.0037
Thomas Wiliiams,-22.3114,55.9964
S. A. Hackworth,-8.57197,-63.8737
H. P. Phenix,14.5862,16.283
Carroll Wilson,67.6533,2.01962
John C. Spence,-55.5635,3.21144
Willliam Whipper,-12.8033,67.5455
C. C. Cleaveland,64.8626,0.837165
S. S. Jocelyn,-12.0923,64.6526
C. C. Wimbush,42.1677,-21.4468
1842.IN-07.17.INDI.txt,3.71445,-57.1784
T. P. Hunt,-30.9699,14.7416
Alfred White,33.6452,34.0807
Thomas Van Brankes,-45.1445,-30.726
Hayes,-8.58509,-63.8708
Christopher Allen,3.75053,-0.234363
Eben Ruby,3.76436,1.08733
G.B. Vashon,-18.7197,-39.2937
Jane,-37.7598,4.83711
S. J. Harris,3.22185,-80.0896
William Anderson,-55.9306,23.2958
Thos Thomas,-54.4553,0.109307
Oliver King,-43.8608,-31.5035
William Rich,-58.5786,-20.7853
R. Cobden,-8.63849,10.1425
Charles I. Dorris,-16.1332,33.6395
James C. Watson,-33.788,36.2732
Giles Scott,-34.6384,33.8865
G. Barnes,-0.700899,25.671
Philip Roderic,-17.5774,35.0724
Wm. Saunders,-33.459,35.7682
Samuel Van Brakle,-18.6135,28.936
Thomas M. Stringer,11.5474,38.3305
Yolo Basil Campbell,24.6431,47.5182
C. Nell,-26.0676,-13.2381
Malakhov,-38.457,4.7469
H. V. Cashin,42.4908,-17.6447
John Springsteel,-37.3157,-6.63513
W. H. Anderson,45.9143,-15.6499
D. N. White,-3.068,-55.2502
George Weir,-34.7263,-10.7385
Vaniel,31.4805,33.973
Lyman H. Peters,-57.8414,24.4434
J.P. Johnson,-38.3878,-6.92514
R. A. Perkins,38.6901,-19.597
1851.IN-08.01.INDI.2.txt,2.39244,-57.9457
Wm. Edwards,-2.19648,-70.1071
Pleasonton Parker,36.9046,13.4814
J. H. Johnson,27.165,-54.3979
Daniel Hall,-38.4344,-7.64475
C. H. Tandy,-7.97752,-54.9451
Arnold,31.5553,-2.62577
Scott,23.4046,46.5558
Benjamin Clark,-34.2627,36.8446
Newton,6.61538,-63.0289
Sidney Clark,47.644,1.53347
P.G. Wells,-24.055,-39.9936
William S Baltimore,-57.0402,1.42024
Blount,-8.97435,47.9485
C. C. Richardson,18.2662,-5.44339
Robert Douglass,-14.715,61.8656
Daniel Morgan,-28.8562,15.5637
Alton,-20.2187,-18.9514
S. Holcomb,-33.3231,36.5149
Basil Macal,-27.617,16.322
D. Wills,54.5561,27.7786
William T. Cato,-30.0638,16.8893
J. C. Mccrummell,-8.24853,11.5112
M. A. Jackson,-54.9024,-0.000990978
M. Hanmer,63.9387,1.92775
James M ` C. Crummill,-33.5952,38.7384
Benjamin Barney,6.41781,-62.9906
A. H. Francis,-32.362,-20.6395
William C. Jeffers,1.4493,55.829
J.Mccune Smith,-54.2908,-1.06509
Calhoun,47.4168,-36.9284
Alexander Freeman,-35.9958,38.8098
C. Caldwell,-34.7284,37.6114
Wm. F. Johnson,-35.1724,-10.259
James C. Cowes,-21.7516,56.2223
William Clark,66.2734,3.4693
1865.NJ-07.13.TREN.txt,19.0513,68.3086
Luke Lathrop,-5.3866,53.1204
J.J. Clinton,-1.33677,26.0384
M. M. Rogers,15.0549,14.9811
Thomas H. Cooper,-27.0983,-40.4181
Charles W. Gardiner,-12.8902,68.758
Wm. P. Newman,-24.5985,-41.233
H. Gould,64.3455,2.5818
Mitchell S. Haynes,53.5151,29.4021
Hill,18.6105,-5.80053
Ruger,13.1526,-27.9509
Charles Towell,16.4166,15.0724
John Groves,3.10086,-0.321701
Daniel,-37.7488,-0.772578
James A. Handy,-16.6833,-63.11
W.P. Newman,-25.9913,-42.4845
W. H. Scott,18.7232,22.1953
Othello P. Hoyt,46.7625,-39.0552
J. C. Bemen,-22.8237,56.0259
William T. Catto,0.512449,-52.4212
William Curtis Noyes,26.6166,-60.0073
James Thomas Fisher,-5.23764,-14.1651
Lewis Francis,5.98493,-50.3344
Benjamln Lundy,0.787916,58.1452
W. G. Robinson,1.48873,-59.0603
C. Augustus,-5.82681,67.5573
Williamsburgh,-36.6566,2.70238
W.J. Alston,31.6043,-2.53042
E. A. Clarke,27.0146,48.5137
Richard Wilson,-34.8997,35.1638
H. H. Webb,-16.4977,-63.1379
C. Spruce,-41.8548,-31.5628
P.J. Crenshaw,36.7349,-19.3202
Lawrence W. Miner,25.1204,-59.657
John Crowder,-0.517017,-59.4314
L. P. Hickman,26.3067,49.38
J.B. Smith,-18.9176,-38.1221
M. F. Wamack,37.0439,-20.7351
George Wharton,-31.9524,38.0665
Joyner,65.6357,0.402198
Lewis Dougherty,65.1612,1.29576
B. Randolph,-25.0612,-42.279
Simpson Grubbs,36.3419,12.6294
Cicero,-16.7806,33.3651
Fremont,18.3294,-5.09256
Forten,-15.8711,34.3935
Mcdougall,32.6948,34.1103
Wm. Dolerson,46.9764,-39.0378
Gibbs,-25.3398,-33.6546
Charles E. Clayton,-16.0013,34.2035
Valentine Brown,-16.8237,32.8622
J. G. Barbadoes,0.548667,57.1841
Toombs,18.949,-5.63945
H. W. Hall,51.1297,31.7034
William Palmer,35.4652,13.3015
John Mcgowan,67.7082,2.7214
Mansfield Herbert,0.491734,-52.4084
Robert Calwell,6.51073,-63.1475
Jacob Reed,-35.7022,34.0631
Handy,51.2937,33.204
Arthur Waring,-7.53729,62.6596
R. F. Shorter,28.1613,49.6027
G. W. Miller,51.8105,27.9762
D.D. Turner,-25.2175,-39.9193
R. B. Johns,17.2199,69.6702
Jacob Johnson,-33.7749,39.1264
John Thomas,-1.13341,27.5638
H. M. Collins,32.2544,43.969
James Wilson,-32.6131,38.3843
Dixon,36.7141,8.83224
Locke,-16.4974,33.7803
Jackson Golden,65.0282,0.908428
H.H. Francisco,31.3765,-1.64621
A. J. Gorden,-24.2603,-19.4766
J. H. Storum,-8.99069,-30.7063
Charles H. Bustill,-30.5391,14.0037
J. M. C. Smith,-57.1529,-0.539382
Henry O. Remington,1.18034,-37.0316
James A. Jones,-16.6612,-62.6541
Mary Springstead,-17.0203,-77.7282
1850.OH-01.09.COLU.txt,27.7515,-51.8988
J. Henri Burch,42.0868,-17.0484
Scot,-20.3734,-2.67506
H. O. Wagoner,-5.05246,9.75462
A. Allensworth,43.4136,-21.2729
Carlyle,34.723,-54.252
Beman,-55.7427,19.7221
E. P. Hilton,25.4875,48.9948
Loyd Scott,2.50046,0.832709
Edward V. Clarke,-10.0286,9.97411
J. H. Collins,15.7094,17.5409
Peter Jallep,-56.3787,0.132991
Israel Lewis,-9.23471,49.3172
W.D. Matthews,33.9984,-0.627272
Richard Yates,31.2932,-1.72531
Amos Davis,17.3492,69.1032
James Nicholas,32.9939,34.3541
Bro,-44.2509,-30.1073
J. Neal,-2.27552,-70.098
D. Miller,-18.7632,-39.3686
Cook,14.1937,-10.8972
Daniel Williams,-14.8549,29.2965
John Nelson,-36.8594,35.0477
J.T. Jenifer,38.8389,-21.0354
D. S. Moss,26.9477,-44.3409
Francis March,-12.0913,64.7264
Butler,-5.76849,58.2791
Whitefield,6.40264,-1.88959
Charles L. Remond William C. Nell,-30.0874,12.5822
C. Munro,-25.3458,-15.8783
Kellingworth,25.7329,48.1664
H.C. Hayden,47.2852,2.13444
J. B. Maginnis,-7.9713,-54.9546
N. F. Henry,53.0733,31.6834
Monroe Jones,27.0912,-45.5266
Henry Jennerals,47.3952,2.14339
Scipio Sewell,-4.08586,69.5369
A. D. Shadd,-29.0398,34.467
Jared Grey,-12.8162,68.3051
G.B. Moreton,-57.6023,-17.8328
James Bird,-6.74359,64.6373
Biars Stanley,-12.7606,67.5037
Henry F Stanton,-5.72768,-15.8178
T. H. Ringgold,0.994442,-37.3672
Henry Jenerals,47.2723,1.27797
Cassius M. Brown,-1.11182,28.3253
Wm. D. Forten,0.363752,-57.6656
Ames G. Beman,-57.9834,2.21931
W. Lewis,-8.57508,-63.8724
Willis Jones,-12.0873,64.6986
William H. Harrison,-6.47423,-12.9787
J. C. Beeman,-30.4648,13.6314
Levi Naylor,-34.8889,35.4365
L. Johnson,-40.7938,-30.8133
John P. Thompson,-7.52173,67.4718
H. Stevenson,66.6309,0.750262
Dayton,17.8096,-40.047
David Jenkins,24.3208,-50.8382
Dear Zuille,-39.2864,-21.2674
A. B. Parker,66.3562,0.217353
William Gardener,-38.3116,-7.5559
John Harrisson,-55.6367,2.30495
Christopher Greene,26.1096,-62.1818
John N. Stiles,-38.0837,-7.54442
Wm. Butler,64.2863,-0.908788
Abraham Caldwell,-56.4552,2.01043
George W. Lawson,-17.0213,-77.3483
Theo,16.9723,67.3127
Edwin H. Freeman,-20.5287,-41.1441
L. Collins,-57.6902,5.41971
A. H. Yancy,-24.9977,-17.8003
James M'Cune Smith,-10.3565,7.07149
J. M Langston,-23.7023,-39.4642
Charles Satchel,52.348,25.443
Stewart,-3.92076,54.2501
T. Van Rensselaer,-54.8029,2.4563
W. F. Courts,51.8045,29.3511
W. Willy,3.56708,0.237087
J. Adams,-41.521,-32.1743
R. F.,42.8162,-21.1448
H. C. Smith,-10.1276,11.9431
Pike,24.8825,-49.8062
Carthagena,27.8117,-44.0936
A. P. Faucett,-3.05723,-55.2792
Nathaniel Williamson,47.0583,1.7991
George Simpson,-33.7774,35.438
J. R. V. Morgan,-28.2945,14.4533
Gilbert Algee,63.6294,1.92369
Dolerson,47.6936,-39.0464
A. E. Church,25.8581,47.1251
Robert Newman,10.7247,38.3842
Killingworth,26.1746,48.6371
Turban,35.1932,-54.3419
Wlliam Douglass,-21.2482,-40.2634
Shadrack Howard,33.3143,35.1707
George L. Williams,-57.5042,24.3976
H. J. Young,-0.930434,-56.2839
Sonoma,28.4748,48.2909
James Jackson,-57.1034,-17.1982
Harriet Beecher Stowe,8.29846,-13.9335
Jonathan Underwood,34.8312,-54.0136
Willis Hodges,-56.1625,-4.36711
Richard Gordon,47.6856,-39.9042
J. H. Barquet,18.2221,-4.80519
F. A. Duterte,-16.5387,33.9796
Austin Stewart,-19.3777,54.5108
Middleton,-56.5011,23.1308
Samuel Jones,49.6787,-133.574
W. F. Prosser,65.7823,3.91721
R.H. Cain,-20.8337,-43.0304
John Creed,-12.0997,64.7
St. John,42.9794,-21.8416
W. P. Mcintire,-25.9619,-19.3922
John Alexander,-1.27146,25.013
E. Edward Seth,-38.5208,-9.01522
J. B. Scott,12.8206,18.1892
J. W. Stephenson,17.3578,69.7127
W. C. Monroe,-7.50741,12.0972
J.M. Langston,-28.0635,-38.4698
John Johnson,-42.588,-34.5584
Wm. Topp,-39.2829,-21.283
E. M. Cravath,40.3728,-21.3096
U. S. Grant,70.2178,0.662961
J.B. Ferguson,17.2649,68.936
W,28.6871,-44.6999
A. Furguson,50.7045,29.6436
Great Jehovah,-8.28983,51.2423
L. Lathrop,0.929486,57.6771
J. T. Holmes,17.5578,17.9041
J. J. Underwood,33.5461,34.6814
Crasbaw,36.9055,13.0196
E. P. Lord,39.8252,-18.7339
Alexander Bowman,17.7851,-39.9983
J. G. Steward,0.629324,57.2516
W. P. Newman,-23.1323,-41.5687
H. Sipkins,1.18675,55.9973
P. Clay,-35.0918,37.7739
Emmett,26.6329,48.7892
G Beman,-54.8439,1.47431
Bolles,-0.909111,-56.294
Catto,-2.00434,28.9858
William Keeling,-22.6183,-40.0735
J. W. Pennington,-37.9245,4.95847
W. D. Jenkins,0.663168,56.7071
Jeff,-24.5116,-40.1768
A. Hooper,-53.9086,1.95583
Peter Small,3.82167,1.32691
R. D. Williamson,66.1649,3.13669
Shorter,25.2376,47.1703
D. J. Peck,-15.5806,32.144
Fielding Waller,39.242,12.8644
Langston,27.7356,-49.8909
J. W C. Pennington,-22.4259,-17.6411
Messrs Gardner,-8.86239,48.574
C. M. Ferugson,17.8201,17.8899
Emmet Stewart,39.1727,-17.403
Myers,-43.3971,-16.4922
J. Francis,36.4641,38.9542
Bennett Stewart,45.9123,-17.4503
John C. Bowers,-30.2105,25.0649
H. Ruby,-8.57685,-63.867
Nero Claudius Caesar,25.766,-60.3602
C. Snipes,-56.7035,24.1591
J. W. Loguen,48.6221,-12.747
J. Burns,-6.24267,-13.7728
M. Perkins,41.3736,-20.5378
D.B. Bowser,-2.685,27.359
D. Webster Wilson,14.7587,18.3571
Fayette,-1.92009,27.0038
Matthias Cooper,53.1073,32.3753
George Ii,-29.9137,14.4917
P. Mcintyre,-37.6844,-6.21097
H. A. Burton,0.510791,-52.385
John M. Sterling,17.51,-40.0409
1849.NJ-08.21.TREN.txt,-32.7882,39.2625
George H. Jenkins,-1.07027,27.517
Clarence P. Seldon,-52.532,-20.1747
Calvin Montgomery,3.86259,-79.9313
J. C. Brown,-7.52647,-14.7244
John Cockrill,66.0435,-0.585027
Edward Whalley,-38.155,-8.07809
John Liverpool,-9.07342,62.651
Hamilton Campbell,26.591,-59.7482
John J. Moore,30.5023,43.0838
Nelson H. Turpin,17.3751,69.2016
A. W. Gibbs,33.3003,33.1766
Hereupon,-36.6867,-7.3856
G. H. Baltimore,-43.0641,-31.9432
W.W. Denike,-23.6812,-43.407
1867.DC-01.10.WASH.txt,1.13786,23.4982
Simon Fislin,10.8662,38.8527
Warren,12.278,-29.9824
Austin White,-58.1088,-19.6199
J H Davis,-56.2576,2.81769
James H. Derrick,-4.06733,-56.8912
James Lott,35.1473,-54.4996
P. Houston Murray,-24.7402,-39.9727
E. H. Parker,52.0641,28.4887
Solomon Cooper,-1.36282,25.4752
Mcdonald,-37.7944,3.9121
J. P. Johnson,-36.1379,-6.68782
Tunis Blake,-43.6807,-30.9446
William Spence,-14.6944,33.1611
J. R. Giddings,34.7836,-54.1717
Manfield,-36.4132,-6.99816
Yolo-Basil Campbell,26.0132,48.3933
J. Freeland,27.2642,-52.37
Daniel Wadkins,46.0323,-19.3841
Messrs. Watkins,0.10046,56.602
J. C. Holly,-8.93229,-30.4923
Samuel Todd,-7.51492,67.4829
A.N. Freeman,6.40356,-1.8893
James G. Barbadoes,-7.55138,62.6147
J. Bennett,27.179,-44.9074
P. Kellingworth,26.6297,48.0986
Francis Whitbeck,-58.7157,-18.995
William Hodges,-14.5182,-55.8464
Madison Washington,-25.439,-19.125
Snodgrass,12.1007,-13.436
P. C,38.858,-16.8494
L. Campbell,19.1815,19.5639
Henry F. Butler,-26.3169,-39.9404
Stephen W. Hill,-16.7289,-63.0342
Gen Wm. B. Stokes,66.885,2.06095
Topp,-41.0658,-5.42211
James Reese,-16.7471,35.4945
Thomas I. Jinnings,0.993765,58.0461
John G. Steward,0.962589,56.6865
Thomas Price,-20.5937,-2.73838
Yuba,26.781,50.3557
A. Posey,-56.8518,26.0271
C. M. Ferguson,14.853,20.4249
N. W. Jones,-24.8603,-19.6242
L. I.,-42.7938,-32.2333
Buffalo,-39.2843,-21.2571
G. G. Winn,17.2775,15.9465
H. Watts,19.0568,17.7802
James H Henderson,-56.3589,1.72472
Wilson,-65.8175,120.87
C. P. Rogers,-36.2939,37.3692
William J. Hardin,32.0886,34.0242
Samuel Morgan,-32.6274,35.2461
Jacob Deyes,-22.8001,55.9504
Merrill,4.62888,-80.5953
A. Menefee,64.6563,3.70683
Chan,-37.8907,-6.70869
Jennings,-12.1005,64.6121
1834.NY-06.02.NEWY_ADDRESS.txt,-8.19174,51.4756
Ingraham,-23.8187,-43.084
J.J. Spilman,31.5106,-2.10203
J. F. Platt,-20.2506,-18.9544
Aaron Sisco,52.0459,29.6494
David Seals,53.4664,27.0873
G. B. Blanks,46.4273,-38.5012
E.P. Rodgers,-40.5359,-22.2228
C. Freeman,-21.0762,-40.828
H. Bufford,41.6884,-22.6929
Charles M. Wilson,53.1037,30.1891
Benjamin Shortis,17.1786,70.1588
William P. Newman,-25.4371,-41.7318
W. Howard Day,27.0829,-59.08
T. Duff,53.8035,27.3025
W. T. Mccree,15.0058,21.5713
J.C. Akers,-8.57637,-63.8725
H. A. Wells,15.2076,16.949
William W. Brown,-50.394,-1.14223
Wil,-10.9527,12.2118
Howard Gilbert,37.1956,12.4644
